Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage
Alquiler de Estudio en calle de Provença,1390.0,"El Camp de l'Arpa del Clot, Barcelona",Profesional,,35.0,exterior,5.0,1.0,
Alquiler de Piso en El Poblenou,1950.0,"Sant Martí, Barcelona",Profesional,1.0,81.0,exterior,1.0,0.0,
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,2500.0,"Sant Martí, Barcelona",Profesional,2.0,71.0,exterior,4.0,1.0,
Alquiler de Piso en El Camp de l'Arpa del Clot,1495.0,"Sant Martí, Barcelona",Profesional,1.0,30.0,exterior,4.0,1.0,
Alquiler de Piso en El Besòs,2300.0,"Sant Martí, Barcelona",Profesional,2.0,74.0,exterior,3.0,1.0,Garage included
"Alquiler de Piso en paseo de Garcia Fària, 81",6500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,4.0,192.0,exterior,4.0,1.0,Garage included
Alquiler de Piso en calle de Pujades,950.0,"El Poblenou, Barcelona",Profesional,3.0,56.0,exterior,4.0,0.0,
Alquiler de Ático en El Parc i la Llacuna del Poblenou,2150.0,"Sant Martí, Barcelona",Profesional,3.0,74.0,interior,1.0,1.0,
Alquiler de Piso en El Poblenou,2300.0,"Sant Martí, Barcelona",Profesional,2.0,68.0,exterior,2.0,1.0,
Alquiler de Piso en La Vila Olímpica del Poblenou,1980.0,"Sant Martí, Barcelona",Isabel,2.0,124.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en calle de Lope de Vega,1977.0,"El Poblenou, Barcelona",Profesional,1.0,75.0,exterior,3.0,1.0,
"Alquiler de Piso en calle del Taulat, 13",1300.0,"El Poblenou, Barcelona",Particular,2.0,45.0,exterior,3.0,0.0,
"Alquiler de Estudio en calle del Doctor Trueta, 191",1960.0,"El Poblenou, Barcelona",Particular,,36.0,exterior,1.0,1.0,
"Alquiler de Estudio en calle de Sancho de Ávila, 2",1500.0,"El Parc i la Llacuna del Poblenou, Barcelona",Particular,,20.0,exterior,2.0,1.0,Garage included
"Alquiler de Piso en calle de Lope de Vega, 109",2300.0,"El Poblenou, Barcelona",Particular,2.0,68.0,exterior,2.0,1.0,
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,8000.0,"Sant Martí, Barcelona",Profesional,3.0,230.0,exterior,5.0,1.0,
Alquiler de Piso en Passatge de Bosch i Labrús,1350.0,"El Poblenou, Barcelona",Profesional,1.0,60.0,exterior,4.0,0.0,
Alquiler de Dúplex en El Poblenou,2000.0,"Sant Martí, Barcelona",Profesional,1.0,100.0,exterior,Bajo,0.0,
"Alquiler de Estudio en calle de bac de roda, 168",900.0,"Provençals del Poblenou, Barcelona",Particular,,38.0,exterior,7.0,1.0,
"Alquiler de Piso en Passatge de Piquer, 2 -6",2500.0,"El Poblenou, Barcelona",Particular,3.0,83.0,exterior,4.0,1.0,Garage optional
"Alquiler de Estudio en calle del Perú, 110",1790.0,"Provençals del Poblenou, Barcelona",Particular,,26.0,exterior,6.0,1.0,Garage optional
"Alquiler de Piso en calle de Pere IV, 344",990.0,"Provençals del Poblenou, Barcelona",Particular,2.0,55.0,exterior,2.0,1.0,
"Alquiler de Piso en paseo del Taulat, 281",3200.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,2.0,83.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en Provençals del Poblenou,1560.0,"Sant Martí, Barcelona",Particular,2.0,72.0,exterior,11.0,1.0,Garage included
"Alquiler de Piso en paseo de Garcia Fària, 85",3500.0,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",Profesional,3.0,138.0,exterior,1.0,1.0,Garage included
Alquiler de Piso en Diagonal Mar i el Front Marítim del Poblenou,2750.0,"Sant Martí, Barcelona",Profesional,2.0,75.0,,19.0,1.0,Garage included
Alquiler de Piso en El Camp de l'Arpa del Clot,1500.0,"Sant Martí, Barcelona",Profesional,3.0,79.0,exterior,1.0,1.0,
"Alquiler de Piso en calle del Taulat, 113 /115",1400.0,"El Poblenou, Barcelona",Particular,2.0,52.0,exterior,1.0,0.0,
"Alquiler de Piso en rambla de Prim, 160",1450.0,"La Verneda i la Pau, Barcelona",Particular,3.0,100.0,exterior,7.0,1.0,
"Alquiler de Piso en calle de Buenaventura Muñoz, 29",1700.0,"El Parc i la Llacuna del Poblenou, Barcelona",Particular,3.0,80.0,interior,4.0,1.0,
"Alquiler de Piso en Gran Via de les Corts Catalanes, 1176",1800.0,"Provençals del Poblenou, Barcelona",Particular,3.0,98.0,exterior,7.0,1.0,
"Alquiler de Dúplex en calle de Bilbao, 79",2400.0,"El Poblenou, Barcelona",Particular,,90.0,exterior,Bajo,0.0,
"Alquiler de Piso en rambla de Prim, 160",2000.0,"La Verneda i la Pau, Barcelona",Particular,5.0,150.0,exterior,Bajo,0.0,Garage optional
Alquiler de Piso en calle d'Aribau,3000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,188.0,exterior,,1.0,
"Alquiler de Piso en calle del Tenor Viñas, 4",2800.0,"Sant Gervasi - Galvany, Barcelona",Profesional,5.0,153.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Santa Amèlia,2150.0,"Sarrià, Barcelona",Profesional,2.0,78.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en calle de Ferran Agulló,12000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,5.0,360.0,exterior,,1.0,Garage included
Alquiler de Piso en El Putxet i el Farró,1300.0,"Sarrià-Sant Gervasi, Barcelona",Luis,1.0,45.0,exterior,3.0,1.0,
Alquiler de Piso en Sant Gervasi - Galvany,4000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,5.0,185.0,exterior,3.0,1.0,Garage included
Alquiler de Ático en calle de Balmes,3000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,2.0,186.0,exterior,,1.0,Garage included
Alquiler de Piso en calle de Ferran Puig,1700.0,"El Putxet i el Farró, Barcelona",Profesional,2.0,55.0,exterior,Bajo,1.0,
Alquiler de Piso en calle d'Aribau,3000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,188.0,exterior,8.0,1.0,
Alquiler de Piso en calle de Prats de Molló,2500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,2.0,85.0,exterior,3.0,1.0,
Alquiler de Ático en Sant Gervasi - La Bonanova,4800.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,151.0,exterior,,,Garage included
Alquiler de Piso en calle de Berna,1800.0,"El Putxet i el Farró, Barcelona",Profesional,3.0,85.0,exterior,Bajo,1.0,
Alquiler de Piso en Passatge de Senillosa,1408.0,"Sarrià, Barcelona",Profesional,3.0,73.0,exterior,2.0,1.0,
Alquiler de Piso en calle de Marià Cubí,2000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,1.0,45.0,exterior,1.0,1.0,
Alquiler de Piso en Vallvidrera - El Tibidabo i les Planes,2500.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,155.0,exterior,Bajo,1.0,
Alquiler de Piso en ronda del General Mitre,879.0,"El Putxet i el Farró, Barcelona",Profesional,1.0,27.0,exterior,5.0,1.0,
"Alquiler de Piso en ronda del General Mitre, 104",2000.0,"Sant Gervasi - Galvany, Barcelona",Particular,3.0,102.0,exterior,1.0,1.0,
Alquiler de Piso en via Augusta,2300.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,90.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Bertran,1700.0,"El Putxet i el Farró, Barcelona",Profesional,1.0,90.0,exterior,2.0,1.0,
Alquiler de Chalet adosado en paseo de la Bonanova,6500.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,3.0,201.0,,,,Garage included
Alquiler de Piso en calle de Balmes,1900.0,"El Putxet i el Farró, Barcelona",Profesional,1.0,68.0,exterior,5.0,1.0,Garage included
Alquiler de Piso en Sant Gervasi - Galvany,3000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,172.0,exterior,8.0,1.0,
Alquiler de Piso en Les Tres Torres,7000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,270.0,,,,Garage included
Alquiler de Piso en via Augusta,1500.0,"Les Tres Torres, Barcelona",Profesional,1.0,52.0,exterior,1.0,1.0,Garage optional
Alquiler de Piso en Sant Gervasi - Galvany,6796.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,234.0,exterior,5.0,1.0,
Alquiler de Ático en calle de Vilana,4800.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,3.0,150.0,exterior,3.0,0.0,Garage included
"Alquiler de Piso en calle de Santaló, 110",4500.0,"Sant Gervasi - Galvany, Barcelona",Lucia,3.0,167.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Beethoven,6900.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,278.0,exterior,,1.0,Garage optional
Alquiler de Piso en Sant Gervasi - Galvany,7500.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,140.0,exterior,3.0,1.0,
Alquiler de Casa o chalet en calle d'Escipió,8000.0,"El Putxet i el Farró, Barcelona",Profesional,6.0,382.0,,,,Garage included
Alquiler de Piso en Sarrià,2500.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,101.0,exterior,2.0,1.0,
Alquiler de Chalet pareado en El Putxet i el Farró,5700.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,202.0,,,,
Alquiler de Piso en plaza de Gal·la Placídia,2100.0,"Sant Gervasi - Galvany, Barcelona",Profesional,2.0,85.0,exterior,3.0,1.0,
Alquiler de Ático en calle de Muntaner,1980.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,1.0,50.0,exterior,,1.0,
Alquiler de Piso en Sant Gervasi - Galvany,3900.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,135.0,exterior,,1.0,
Alquiler de Casa o chalet independiente en Les Tres Torres,7000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,290.0,,,,Garage included
Alquiler de Dúplex en calle de Marià Cubí,2500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,2.0,80.0,exterior,2.0,1.0,
Alquiler de Piso en calle dels Valero,14000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,5.0,590.0,exterior,2.0,1.0,Garage included
Alquiler de Piso en calle de Sant Gervasi de Cassoles,1295.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,1.0,49.0,exterior,Bajo,0.0,
Alquiler de Ático en avenida de Pau Casals,15000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,6.0,615.0,exterior,8.0,1.0,
"Alquiler de Piso en calle de Sant Elies, 1 -3",1150.0,"Sant Gervasi - Galvany, Barcelona",Particular,1.0,40.0,exterior,4.0,1.0,
Alquiler de Piso en via Augusta,2810.0,"Sant Gervasi - Galvany, Barcelona",Profesional,2.0,56.0,exterior,7.0,1.0,
Alquiler de Piso en calle d'Homer,1300.0,"El Putxet i el Farró, Barcelona",Profesional,1.0,50.0,exterior,1.0,1.0,
Alquiler de Piso en calle de Gresolet,1880.0,"Sarrià, Barcelona",Profesional,2.0,60.0,exterior,2.0,1.0,
"Alquiler de Piso en calle del Mestre Nicolau, 21",1600.0,"Sant Gervasi - Galvany, Barcelona",Profesional,2.0,70.0,exterior,Entreplanta,1.0,
Alquiler de Dúplex en calle de Pelfort,2500.0,"Vallvidrera - El Tibidabo i les Planes, Barcelona",Profesional,4.0,155.0,exterior,1.0,0.0,Garage included
Alquiler de Piso en ronda del General Mitre,1090.0,"El Putxet i el Farró, Barcelona",Profesional,1.0,42.0,exterior,2.0,1.0,
Alquiler de Piso en Camp,2000.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,3.0,80.0,exterior,3.0,1.0,
Alquiler de Dúplex en calle de Santaló,875.0,"Sant Gervasi - Galvany, Barcelona",Profesional,,54.0,interior,Bajo,1.0,
Alquiler de Ático en calle de Muntaner,1980.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,1.0,55.0,exterior,9.0,1.0,
Alquiler de Piso en Sant Gervasi - La Bonanova,3800.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,126.0,exterior,2.0,1.0,Garage included
Alquiler de Piso en Sant Gervasi - Galvany,6500.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,5.0,267.0,interior,1.0,1.0,Garage included
Alquiler de Piso en calle de Josep Balari,1700.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,3.0,92.0,exterior,Bajo,1.0,
Alquiler de Piso en calle d'Aribau,2790.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,156.0,exterior,Entreplanta,1.0,
Alquiler de Dúplex en Doctor Carulla,12000.0,"Les Tres Torres, Barcelona",Profesional,4.0,240.0,exterior,6.0,1.0,Garage included
Alquiler de Piso en avenida Diagonal,3900.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,200.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'Alfons XII,1300.0,"Sant Gervasi - Galvany, Barcelona",Profesional,1.0,45.0,exterior,2.0,1.0,
Alquiler de Chalet pareado en paseo de la Bonanova,6500.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,4.0,187.0,,,,Garage included
Alquiler de Piso en calle dels Madrazo,3350.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,106.0,exterior,1.0,1.0,
Alquiler de Piso en calle Santalo,1300.0,"Sant Gervasi - Galvany, Barcelona",Profesional,1.0,30.0,interior,3.0,1.0,
Alquiler de Piso en avenida Diagonal,3900.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,220.0,exterior,3.0,1.0,
Alquiler de Piso en calle Alt de Gironella,2300.0,"Les Tres Torres, Barcelona",Profesional,3.0,100.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en calle de Muntaner,2350.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,135.0,exterior,5.0,1.0,Garage optional
Alquiler de Ático en avenida de Pau Casals,15000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,6.0,500.0,exterior,,1.0,
Alquiler de Piso en via Augusta,2900.0,"Les Tres Torres, Barcelona",Profesional,5.0,125.0,exterior,4.0,1.0,Garage included
Alquiler de Piso en calle del Mestre Nicolau,3300.0,"Sant Gervasi - Galvany, Barcelona",Profesional,5.0,140.0,exterior,2.0,1.0,
"Alquiler de Dúplex en calle de Carles Riba, 4",5906.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,4.0,168.0,exterior,Bajo,1.0,Garage included
Alquiler de Ático en plaza de Rafael Benet,2800.0,"Les Tres Torres, Barcelona",Profesional,3.0,95.0,exterior,7.0,1.0,
Alquiler de Piso en El Putxet i el Farró,2150.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,89.0,exterior,5.0,1.0,
Alquiler de Piso en calle Balmes,2400.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,75.0,exterior,1.0,1.0,
Alquiler de Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes,6000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,7.0,570.0,,,,Garage included
"Alquiler de Piso en via Augusta, 290",1500.0,"Les Tres Torres, Barcelona",Profesional,1.0,42.0,exterior,3.0,1.0,
Alquiler de Piso en calle de Carles Riba,5600.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,3.0,174.0,exterior,2.0,1.0,Garage included
Alquiler de Ático en Vilana,4800.0,"Sant Gervasi - La Bonanova, Barcelona",Profesional,3.0,160.0,exterior,2.0,0.0,Garage included
Alquiler de Piso en travesía de Gràcia,2500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,1.0,80.0,exterior,1.0,0.0,
Alquiler de Chalet adosado en El Putxet i el Farró,5500.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,182.0,,,,
Alquiler de Piso en calle dels Madrazo,4000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,152.0,exterior,5.0,1.0,Garage included
Alquiler de Ático en Sant Gervasi - La Bonanova,3950.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,170.0,exterior,3.0,1.0,Garage included
Alquiler de Piso en avenida Diagonal,3900.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,200.0,exterior,,1.0,
Alquiler de Casa o chalet independiente en calle del Torrent de la Font del Mont,5500.0,"Vallvidrera - El Tibidabo i les Planes, Barcelona",Profesional,4.0,230.0,,,,Garage included
Alquiler de Piso en calle dels Valero,7800.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,400.0,exterior,,1.0,Garage included
Alquiler de Piso en calle d'Enric Giménez,4840.0,"Sarrià, Barcelona",Profesional,3.0,223.0,exterior,3.0,1.0,Garage included
Alquiler de Ático en Sant Gervasi - La Bonanova,5500.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,6.0,300.0,exterior,6.0,1.0,
Alquiler de Piso en calle de Gresolet,1880.0,"Sarrià, Barcelona",Profesional,2.0,45.0,exterior,1.0,1.0,
Alquiler de Piso en plaza de Francesc Macià,6796.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,240.0,exterior,5.0,1.0,
Alquiler de Casa o chalet independiente en Sarrià,15000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,7.0,545.0,,,,Garage included
Alquiler de Piso en calle d'Osi,2230.0,"Sarrià, Barcelona",Profesional,1.0,60.0,exterior,1.0,1.0,Garage included
Alquiler de Piso en calle de Ramon Miquel i Planas,2070.0,"Sarrià, Barcelona",Profesional,1.0,55.0,exterior,3.0,1.0,
Alquiler de Piso en calle d'Osi,2500.0,"Sarrià, Barcelona",Profesional,1.0,60.0,exterior,1.0,1.0,Garage included
Alquiler de Casa o chalet independiente en Sarrià,19000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,631.0,,,,Garage included
Alquiler de Piso en ronda del General Mitre,1790.0,"El Putxet i el Farró, Barcelona",Profesional,2.0,103.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle de la Mare de Déu de Núria,2430.0,"Sarrià, Barcelona",Profesional,2.0,90.0,exterior,2.0,1.0,
Alquiler de Piso en plaza de Francesc Macià,6797.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,240.0,exterior,5.0,1.0,
Alquiler de Piso en calle de Pàdua,1450.0,"El Putxet i el Farró, Barcelona",Profesional,2.0,60.0,exterior,Bajo,1.0,
Alquiler de Piso en calle de Carrasco i Formiguera,4250.0,"Sarrià, Barcelona",Profesional,6.0,300.0,exterior,1.0,1.0,Garage included
Alquiler de Piso en Sant Gervasi - La Bonanova,1700.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,2.0,55.0,exterior,4.0,1.0,
Alquiler de Piso en calle de sagués,1200.0,"Sant Gervasi - Galvany, Barcelona",Profesional,1.0,42.0,exterior,Entreplanta,1.0,
Alquiler de Piso en calle d'Aribau,3000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,188.0,exterior,8.0,1.0,
Alquiler de Chalet pareado en calle Major de Sarrià,19000.0,"Sarrià, Barcelona",Profesional,6.0,631.0,,,,Garage included
Alquiler de Piso en calle de Marià Cubí,2000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,1.0,45.0,exterior,1.0,1.0,
Alquiler de Piso en Sant Gervasi - La Bonanova,1850.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,2.0,55.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Ferran Puig,1700.0,"El Putxet i el Farró, Barcelona",Profesional,2.0,55.0,exterior,Bajo,1.0,
Alquiler de Piso en calle de Carrasco i Formiguera,4250.0,"Sarrià, Barcelona",Profesional,4.0,250.0,exterior,1.0,1.0,Garage included
Alquiler de Piso en calle de Laforja,2200.0,"Sant Gervasi - Galvany, Barcelona",Profesional,1.0,55.0,exterior,Entreplanta,1.0,
Alquiler de Ático en calle de Can Ràbia,8500.0,"Les Tres Torres, Barcelona",Profesional,6.0,309.0,exterior,,1.0,Garage included
"Alquiler de Piso en calle de Ganduxer, 36",4750.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,150.0,exterior,7.0,1.0,Garage optional
Alquiler de Piso en Sant Gervasi - Galvany,2472.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,90.0,exterior,,1.0,
Alquiler de Piso en Sant Gervasi - Galvany,5900.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,258.0,exterior,,1.0,Garage included
Alquiler de Piso en calle de la Reina Victòria,7000.0,"Sant Gervasi - Galvany, Barcelona",Profesional,5.0,280.0,exterior,4.0,1.0,Garage included
Alquiler de Ático en calle del Rosari,5000.0,"Les Tres Torres, Barcelona",Profesional,5.0,350.0,exterior,4.0,1.0,Garage included
Alquiler de Piso en Sant Gervasi - Galvany,5248.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,4.0,180.0,exterior,6.0,1.0,Garage included
Alquiler de Piso en calle de Maria Auxiliadora,3460.0,"Les Tres Torres, Barcelona",Profesional,3.0,93.0,exterior,5.0,1.0,
Alquiler de Piso en El Putxet i el Farró,2500.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,2.0,90.0,exterior,2.0,0.0,
Alquiler de Ático en Vallvidrera - El Tibidabo i les Planes,2400.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,103.0,exterior,,1.0,
Alquiler de Piso en Les Tres Torres,4750.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,5.0,208.0,exterior,4.0,1.0,
Alquiler de Piso en calle de Muntaner,6020.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,148.0,exterior,4.0,1.0,
Alquiler de Piso en Sant Gervasi - Galvany,5700.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,5.0,270.0,exterior,,1.0,
Alquiler de Ático en Sarrià,8000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,2.0,320.0,exterior,,1.0,Garage included
Alquiler de Piso en calle del Mestre Nicolau,2500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,72.0,exterior,4.0,1.0,
Alquiler de Ático en calle de Calvet,5500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,190.0,exterior,6.0,1.0,Garage included
Alquiler de Ático en calle de Calvet,5500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,190.0,exterior,6.0,1.0,Garage included
Alquiler de Piso en avenida Diagonal,4500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,4.0,188.0,exterior,,1.0,
Alquiler de Piso en avenida Diagonal,4500.0,"Sant Gervasi - Galvany, Barcelona",Profesional,5.0,200.0,exterior,,1.0,
Alquiler de Piso en calle de Ferran Agulló,5900.0,"Sant Gervasi - Galvany, Barcelona",Profesional,3.0,266.0,exterior,,1.0,
Alquiler de Casa o chalet en Sarrià,15000.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,7.0,569.0,,,,Garage included
Alquiler de Piso en Sant Gervasi - Galvany,2650.0,"Sarrià-Sant Gervasi, Barcelona",Profesional,3.0,90.0,exterior,1.0,1.0,
